pitch_type;game_date;release_speed;player_name;events;description;zone;p_throws;home_team;away_team
FS;05/05/2017;89.0;Aaron Judge;null;ball;14;R;CHC;NYY
FF;05/05/2017;95.6;Aaron Judge;null;ball;14;R;CHC;NYY
FF;05/05/2017;95.7;Aaron Judge;null;swinging_strike;14;R;CHC;NYY
CH;05/05/2017;78.8;Aaron Judge;single;hit_into_play_no_out;9;R;CHC;NYY
FF;05/05/2017;85.6;Aaron Judge;null;ball;13;R;CHC;NYY
SI;05/05/2017;85.7;Aaron Judge;null;called_strike;9;R;CHC;NYY
SI;05/05/2017;85.6;Aaron Judge;strikeout;called_strike;9;R;CHC;NYY
FF;05/05/2017;87.0;Aaron Judge;null;ball;14;R;CHC;NYY
SI;05/05/2017;85.5;Aaron Judge;null;foul;14;R;CHC;NYY
CH;05/05/2017;78.5;Aaron Judge;null;foul;13;R;CHC;NYY
CH;05/05/2017;78.3;Aaron Judge;null;ball;14;R;CHC;NYY
CH;05/05/2017;78.7;Aaron Judge;null;ball;13;R;CHC;NYY
SI;05/05/2017;84.8;Aaron Judge;null;called_strike;9;R;CHC;NYY
SI;05/05/2017;85.2;Aaron Judge;double;hit_into_play_no_out;6;R;CHC;NYY
CH;05/05/2017;77.7;Aaron Judge;null;ball;13;R;CHC;NYY
SI;05/05/2017;84.6;Aaron Judge;null;ball;14;R;CHC;NYY
CH;05/05/2017;76.9;Aaron Judge;null;ball;14;R;CHC;NYY
SI;05/05/2017;84.1;Aaron Judge;null;called_strike;14;R;CHC;NYY
SL;03/05/2017;87.9;Aaron Judge;strikeout;swinging_strike;14;R;NYY;TOR
SL;03/05/2017;87.6;Aaron Judge;null;swinging_strike;8;R;NYY;TOR
FC;03/05/2017;89.1;Aaron Judge;null;called_strike;1;R;NYY;TOR
CH;03/05/2017;86.0;Aaron Judge;null;ball;14;R;NYY;TOR
CH;03/05/2017;87.4;Aaron Judge;single;hit_into_play_no_out;7;R;NYY;TOR
FF;03/05/2017;94.8;Aaron Judge;null;called_strike;9;R;NYY;TOR
CU;03/05/2017;80.9;Aaron Judge;null;ball;9;R;NYY;TOR
CH;03/05/2017;87.1;Aaron Judge;null;swinging_strike;7;R;NYY;TOR
FC;03/05/2017;88.7;Aaron Judge;field_out;hit_into_play;6;R;NYY;TOR
SI;03/05/2017;95.7;Aaron Judge;null;ball;11;R;NYY;TOR
FT;03/05/2017;93.4;Aaron Judge;home_run;hit_into_play_score;4;R;NYY;TOR
FT;03/05/2017;93.2;Aaron Judge;null;ball;14;R;NYY;TOR
FT;03/05/2017;93.1;Aaron Judge;null;ball;14;R;NYY;TOR
FT;03/05/2017;93.9;Aaron Judge;single;hit_into_play_no_out;7;R;NYY;TOR
FT;03/05/2017;95.3;Aaron Judge;null;ball;14;R;NYY;TOR
SI;02/05/2017;92.1;Aaron Judge;walk;ball;14;L;NYY;TOR
SI;02/05/2017;92.6;Aaron Judge;null;ball;13;L;NYY;TOR
CH;02/05/2017;81.1;Aaron Judge;null;ball;14;L;NYY;TOR
CH;02/05/2017;80.3;Aaron Judge;null;ball;14;L;NYY;TOR
SL;02/05/2017;81.7;Aaron Judge;home_run;hit_into_play_score;7;R;NYY;TOR
SL;02/05/2017;82.8;Aaron Judge;null;foul;6;R;NYY;TOR
FF;02/05/2017;93.9;Aaron Judge;null;foul;5;R;NYY;TOR
FF;02/05/2017;94.0;Aaron Judge;null;foul;5;R;NYY;TOR
FF;02/05/2017;94.3;Aaron Judge;null;ball;12;R;NYY;TOR
SL;02/05/2017;82.9;Aaron Judge;null;foul;5;R;NYY;TOR
FF;02/05/2017;93.6;Aaron Judge;null;ball;14;R;NYY;TOR
FF;02/05/2017;93.1;Aaron Judge;null;ball;11;R;NYY;TOR
SL;02/05/2017;81.9;Aaron Judge;null;foul;13;R;NYY;TOR
FF;02/05/2017;94.3;Aaron Judge;null;foul;5;R;NYY;TOR
FC;02/05/2017;88.8;Aaron Judge;strikeout;swinging_strike;14;R;NYY;TOR
FC;02/05/2017;89.8;Aaron Judge;null;foul;14;R;NYY;TOR
FC;02/05/2017;88.7;Aaron Judge;null;swinging_strike;14;R;NYY;TOR
FF;02/05/2017;94.5;Aaron Judge;null;called_strike;14;R;NYY;TOR
FC;02/05/2017;87.0;Aaron Judge;null;ball;14;R;NYY;TOR
FT;02/05/2017;93.5;Aaron Judge;null;ball;13;R;NYY;TOR
FF;02/05/2017;94.5;Aaron Judge;home_run;hit_into_play_score;9;R;NYY;TOR
FF;02/05/2017;92.3;Aaron Judge;walk;ball;12;R;NYY;TOR
SL;02/05/2017;87.6;Aaron Judge;null;ball;14;R;NYY;TOR
FF;02/05/2017;94.1;Aaron Judge;null;ball;14;R;NYY;TOR
FF;02/05/2017;90.0;Aaron Judge;null;swinging_strike;9;R;NYY;TOR
SL;02/05/2017;84.1;Aaron Judge;null;ball;14;R;NYY;TOR
FF;02/05/2017;89.3;Aaron Judge;null;called_strike;14;R;NYY;TOR
CH;01/05/2017;81.0;Aaron Judge;field_out;hit_into_play;8;R;NYY;TOR
FF;01/05/2017;93.4;Aaron Judge;null;foul;6;R;NYY;TOR
FF;01/05/2017;94.0;Aaron Judge;null;foul;8;R;NYY;TOR
FF;01/05/2017;93.4;Aaron Judge;null;foul;9;R;NYY;TOR
CH;01/05/2017;80.2;Aaron Judge;null;blocked_ball;14;R;NYY;TOR
FF;01/05/2017;93.4;Aaron Judge;null;swinging_strike;1;R;NYY;TOR
FF;01/05/2017;93.3;Aaron Judge;null;called_strike;9;R;NYY;TOR
FF;01/05/2017;93.1;Aaron Judge;null;ball;11;R;NYY;TOR
CH;01/05/2017;76.9;Aaron Judge;field_out;hit_into_play;7;R;NYY;TOR
FF;01/05/2017;89.9;Aaron Judge;null;foul;1;R;NYY;TOR
FF;01/05/2017;90.2;Aaron Judge;null;foul;6;R;NYY;TOR
FF;01/05/2017;90.6;Aaron Judge;null;called_strike;8;R;NYY;TOR
CH;01/05/2017;78.4;Aaron Judge;null;blocked_ball;14;R;NYY;TOR
FC;01/05/2017;87.8;Aaron Judge;single;hit_into_play_score;14;R;NYY;TOR
CH;01/05/2017;78.2;Aaron Judge;null;called_strike;8;R;NYY;TOR
CH;01/05/2017;79.0;Aaron Judge;strikeout;swinging_strike;9;R;NYY;TOR
FC;01/05/2017;89.2;Aaron Judge;null;ball;14;R;NYY;TOR
CH;01/05/2017;78.8;Aaron Judge;null;foul;13;R;NYY;TOR
FF;01/05/2017;91.5;Aaron Judge;null;ball;11;R;NYY;TOR
FF;01/05/2017;90.1;Aaron Judge;null;foul;5;R;NYY;TOR
FF;01/05/2017;90.1;Aaron Judge;null;called_strike;9;R;NYY;TOR
FC;01/05/2017;88.1;Aaron Judge;null;ball;14;R;NYY;TOR
SL;30/04/2017;86.7;Aaron Judge;strikeout;swinging_strike;14;R;NYY;BAL
FF;30/04/2017;92.6;Aaron Judge;null;swinging_strike;8;R;NYY;BAL
SL;30/04/2017;84.8;Aaron Judge;null;swinging_strike;14;R;NYY;BAL
SL;30/04/2017;85.3;Aaron Judge;null;ball;14;R;NYY;BAL
SL;30/04/2017;80.9;Aaron Judge;walk;ball;14;R;NYY;BAL
SL;30/04/2017;79.3;Aaron Judge;null;ball;14;R;NYY;BAL
SL;30/04/2017;80.7;Aaron Judge;null;ball;14;R;NYY;BAL
SL;30/04/2017;79.8;Aaron Judge;null;ball;14;R;NYY;BAL
SL;30/04/2017;79.8;Aaron Judge;null;called_strike;7;R;NYY;BAL
SL;30/04/2017;89.1;Aaron Judge;strikeout;swinging_strike;14;R;NYY;BAL
SL;30/04/2017;90.2;Aaron Judge;null;ball;14;R;NYY;BAL
FF;30/04/2017;96.1;Aaron Judge;null;foul;5;R;NYY;BAL
FF;30/04/2017;97.8;Aaron Judge;null;ball;12;R;NYY;BAL
FF;30/04/2017;96.3;Aaron Judge;null;called_strike;8;R;NYY;BAL
FF;30/04/2017;91.7;Aaron Judge;null;ball;14;R;NYY;BAL
FF;30/04/2017;97.3;Aaron Judge;null;foul;7;R;NYY;BAL
SL;30/04/2017;83.6;Aaron Judge;single;hit_into_play_no_out;14;L;NYY;BAL
FT;30/04/2017;91.7;Aaron Judge;null;foul;8;L;NYY;BAL
SL;30/04/2017;83.0;Aaron Judge;null;ball;13;L;NYY;BAL
SL;30/04/2017;83.0;Aaron Judge;null;ball;13;L;NYY;BAL
FF;30/04/2017;89.7;Aaron Judge;null;foul;5;L;NYY;BAL
FT;30/04/2017;89.6;Aaron Judge;null;ball;14;L;NYY;BAL
SL;30/04/2017;81.0;Aaron Judge;null;called_strike;14;L;NYY;BAL
SL;30/04/2017;81.3;Aaron Judge;walk;ball;14;L;NYY;BAL
FT;30/04/2017;91.8;Aaron Judge;null;ball;14;L;NYY;BAL
SL;30/04/2017;83.8;Aaron Judge;null;foul;9;L;NYY;BAL
SL;30/04/2017;83.8;Aaron Judge;null;swinging_strike;13;L;NYY;BAL
FT;30/04/2017;89.8;Aaron Judge;null;ball;14;L;NYY;BAL
SL;30/04/2017;85.9;Aaron Judge;null;blocked_ball;13;L;NYY;BAL
FT;30/04/2017;89.7;Aaron Judge;walk;ball;14;L;NYY;BAL
FT;30/04/2017;89.1;Aaron Judge;null;ball;14;L;NYY;BAL
SL;30/04/2017;84.2;Aaron Judge;null;ball;13;L;NYY;BAL
FT;30/04/2017;89.3;Aaron Judge;null;ball;14;L;NYY;BAL
FT;30/04/2017;88.3;Aaron Judge;null;called_strike;14;L;NYY;BAL
FF;29/04/2017;91.4;Aaron Judge;home_run;hit_into_play_score;5;L;NYY;BAL
FF;29/04/2017;90.4;Aaron Judge;null;called_strike;14;L;NYY;BAL
CH;29/04/2017;81.2;Aaron Judge;walk;ball;12;L;NYY;BAL
SL;29/04/2017;82.0;Aaron Judge;null;foul;8;L;NYY;BAL
FF;29/04/2017;88.7;Aaron Judge;null;called_strike;6;L;NYY;BAL
FF;29/04/2017;87.5;Aaron Judge;null;called_strike;14;L;NYY;BAL
SL;29/04/2017;80.5;Aaron Judge;null;ball;13;L;NYY;BAL
CH;29/04/2017;79.4;Aaron Judge;null;ball;14;L;NYY;BAL
CH;29/04/2017;84.7;Aaron Judge;null;ball;12;L;NYY;BAL
FT;29/04/2017;91.2;Aaron Judge;single;hit_into_play_no_out;7;R;NYY;BAL
FT;29/04/2017;91.7;Aaron Judge;null;ball;11;R;NYY;BAL
FT;29/04/2017;91.6;Aaron Judge;null;called_strike;8;R;NYY;BAL
FS;29/04/2017;85.2;Aaron Judge;null;ball;8;R;NYY;BAL
FT;29/04/2017;90.6;Aaron Judge;null;ball;3;R;NYY;BAL
FT;29/04/2017;90.9;Aaron Judge;null;called_strike;7;R;NYY;BAL
SL;29/04/2017;82.4;Aaron Judge;walk;blocked_ball;14;R;NYY;BAL
FF;29/04/2017;91.1;Aaron Judge;null;ball;14;R;NYY;BAL
FF;29/04/2017;92.1;Aaron Judge;null;blocked_ball;14;R;NYY;BAL
FT;29/04/2017;92.2;Aaron Judge;null;ball;14;R;NYY;BAL
FT;29/04/2017;90.9;Aaron Judge;null;foul;9;R;NYY;BAL
FF;28/04/2017;94.0;Aaron Judge;walk;ball;14;R;NYY;BAL
SL;28/04/2017;85.5;Aaron Judge;null;ball;14;R;NYY;BAL
SL;28/04/2017;86.4;Aaron Judge;null;ball;14;R;NYY;BAL
FF;28/04/2017;94.5;Aaron Judge;null;ball;14;R;NYY;BAL
SL;28/04/2017;85.6;Aaron Judge;null;foul;6;R;NYY;BAL
SL;28/04/2017;90.0;Aaron Judge;strikeout;swinging_strike;9;R;NYY;BAL
FF;28/04/2017;97.1;Aaron Judge;null;foul;11;R;NYY;BAL
FF;28/04/2017;95.7;Aaron Judge;null;ball;13;R;NYY;BAL
FF;28/04/2017;95.8;Aaron Judge;null;called_strike;4;R;NYY;BAL
FF;28/04/2017;97.1;Aaron Judge;home_run;hit_into_play_score;5;R;NYY;BAL
FS;28/04/2017;84.7;Aaron Judge;null;blocked_ball;13;R;NYY;BAL
FS;28/04/2017;88.0;Aaron Judge;null;blocked_ball;13;R;NYY;BAL
FF;28/04/2017;95.6;Aaron Judge;null;swinging_strike;6;R;NYY;BAL
FF;28/04/2017;96.2;Aaron Judge;null;ball;14;R;NYY;BAL
FS;28/04/2017;85.4;Aaron Judge;null;swinging_strike;13;R;NYY;BAL
FF;28/04/2017;95.9;Aaron Judge;home_run;hit_into_play_score;13;R;NYY;BAL
FF;28/04/2017;94.6;Aaron Judge;null;ball;14;R;NYY;BAL
FF;28/04/2017;93.7;Aaron Judge;null;foul;4;R;NYY;BAL
FF;28/04/2017;97.5;Aaron Judge;strikeout;swinging_strike;14;R;NYY;BAL
SL;28/04/2017;85.4;Aaron Judge;null;foul;4;R;NYY;BAL
FF;28/04/2017;95.8;Aaron Judge;null;called_strike;9;R;NYY;BAL
SL;27/04/2017;88.5;Aaron Judge;field_out;hit_into_play;2;R;BOS;NYY
SL;27/04/2017;89.8;Aaron Judge;null;blocked_ball;14;R;BOS;NYY
FF;27/04/2017;96.5;Aaron Judge;null;called_strike;8;R;BOS;NYY
FF;27/04/2017;96.0;Aaron Judge;null;foul;4;R;BOS;NYY
SL;27/04/2017;88.3;Aaron Judge;null;blocked_ball;14;R;BOS;NYY
SL;27/04/2017;90.5;Aaron Judge;null;ball;13;R;BOS;NYY
FF;27/04/2017;96.6;Aaron Judge;strikeout;swinging_strike;14;L;BOS;NYY
SL;27/04/2017;80.5;Aaron Judge;null;blocked_ball;14;L;BOS;NYY
SL;27/04/2017;81.7;Aaron Judge;null;swinging_strike;13;L;BOS;NYY
CH;27/04/2017;86.1;Aaron Judge;null;swinging_strike;5;L;BOS;NYY
SL;27/04/2017;77.9;Aaron Judge;hit_by_pitch;hit_by_pitch;13;L;BOS;NYY
SL;27/04/2017;77.2;Aaron Judge;null;called_strike;6;L;BOS;NYY
FF;27/04/2017;97.3;Aaron Judge;strikeout;called_strike;9;L;BOS;NYY
SL;27/04/2017;78.0;Aaron Judge;null;called_strike;9;L;BOS;NYY
SL;27/04/2017;78.6;Aaron Judge;null;ball;14;L;BOS;NYY
FF;27/04/2017;96.1;Aaron Judge;null;ball;13;L;BOS;NYY
FF;27/04/2017;90.7;Aaron Judge;null;swinging_strike;7;L;BOS;NYY
FT;26/04/2017;100.9;Aaron Judge;strikeout;swinging_strike;12;R;BOS;NYY
FT;26/04/2017;99.4;Aaron Judge;null;swinging_strike;4;R;BOS;NYY
CU;26/04/2017;82.5;Aaron Judge;null;called_strike;7;R;BOS;NYY
FF;26/04/2017;92.7;Aaron Judge;walk;ball;14;R;BOS;NYY
CU;26/04/2017;76.6;Aaron Judge;null;ball;14;R;BOS;NYY
CU;26/04/2017;77.1;Aaron Judge;null;ball;14;R;BOS;NYY
FF;26/04/2017;90.8;Aaron Judge;null;ball;11;R;BOS;NYY
FF;26/04/2017;91.4;Aaron Judge;null;foul;5;R;BOS;NYY
SL;26/04/2017;84.6;Aaron Judge;null;called_strike;6;R;BOS;NYY
FF;26/04/2017;91.2;Aaron Judge;field_out;hit_into_play;11;R;BOS;NYY
FT;26/04/2017;90.1;Aaron Judge;null;ball;11;R;BOS;NYY
SL;26/04/2017;83.0;Aaron Judge;null;swinging_strike;9;R;BOS;NYY
FT;26/04/2017;90.7;Aaron Judge;null;ball;11;R;BOS;NYY
FT;26/04/2017;88.7;Aaron Judge;home_run;hit_into_play_score;7;R;BOS;NYY
CH;23/04/2017;86.1;Aaron Judge;single;hit_into_play_no_out;14;L;PIT;NYY
SI;23/04/2017;93.3;Aaron Judge;null;ball;11;L;PIT;NYY
CH;23/04/2017;83.8;Aaron Judge;null;swinging_strike;12;L;PIT;NYY
CH;23/04/2017;86.0;Aaron Judge;null;called_strike;8;L;PIT;NYY
FT;23/04/2017;92.8;Aaron Judge;field_out;hit_into_play;9;R;PIT;NYY
CH;23/04/2017;86.2;Aaron Judge;null;ball;13;R;PIT;NYY
FT;23/04/2017;92.7;Aaron Judge;null;called_strike;8;R;PIT;NYY
FF;23/04/2017;92.7;Aaron Judge;null;ball;14;R;PIT;NYY
FT;23/04/2017;93.7;Aaron Judge;grounded_into_double_play;hit_into_play;1;R;PIT;NYY
FF;23/04/2017;94.4;Aaron Judge;strikeout;foul_tip;6;R;PIT;NYY
FT;23/04/2017;92.8;Aaron Judge;null;foul;13;R;PIT;NYY
CU;23/04/2017;80.2;Aaron Judge;null;called_strike;14;R;PIT;NYY
FF;22/04/2017;89.4;Aaron Judge;home_run;hit_into_play_score;5;L;PIT;NYY
FF;22/04/2017;89.9;Aaron Judge;null;ball;14;L;PIT;NYY
SL;22/04/2017;79.4;Aaron Judge;null;ball;14;L;PIT;NYY
FF;22/04/2017;87.8;Aaron Judge;null;foul;6;L;PIT;NYY
FF;22/04/2017;87.7;Aaron Judge;null;called_strike;14;L;PIT;NYY
FF;22/04/2017;95.7;Aaron Judge;field_out;hit_into_play;4;L;PIT;NYY
CU;22/04/2017;79.5;Aaron Judge;null;called_strike;5;L;PIT;NYY
CU;22/04/2017;82.6;Aaron Judge;double;hit_into_play_no_out;8;R;PIT;NYY
CU;22/04/2017;82.4;Aaron Judge;null;foul;5;R;PIT;NYY
FT;22/04/2017;95.3;Aaron Judge;null;foul;6;R;PIT;NYY
FT;22/04/2017;95.1;Aaron Judge;null;called_strike;6;R;PIT;NYY
CU;22/04/2017;81.8;Aaron Judge;null;ball;14;R;PIT;NYY
FT;22/04/2017;94.9;Aaron Judge;field_out;hit_into_play;9;R;PIT;NYY
CH;22/04/2017;87.4;Aaron Judge;null;swinging_strike;13;R;PIT;NYY
CU;22/04/2017;80.2;Aaron Judge;null;ball;14;R;PIT;NYY
CU;22/04/2017;80.3;Aaron Judge;null;called_strike;13;R;PIT;NYY
FT;22/04/2017;95.4;Aaron Judge;grounded_into_double_play;hit_into_play;7;R;PIT;NYY
CU;22/04/2017;82.1;Aaron Judge;null;blocked_ball;13;R;PIT;NYY
FT;22/04/2017;95.3;Aaron Judge;null;swinging_strike;7;R;PIT;NYY
FT;22/04/2017;94.2;Aaron Judge;null;ball;13;R;PIT;NYY
FT;22/04/2017;94.4;Aaron Judge;null;called_strike;9;R;PIT;NYY
SI;21/04/2017;92.1;Aaron Judge;force_out;hit_into_play;9;L;PIT;NYY
SI;21/04/2017;92.8;Aaron Judge;null;ball;8;L;PIT;NYY
SL;21/04/2017;84.0;Aaron Judge;field_out;hit_into_play;8;R;PIT;NYY
FF;21/04/2017;95.8;Aaron Judge;null;called_strike;7;R;PIT;NYY
FT;21/04/2017;92.2;Aaron Judge;single;hit_into_play_no_out;7;R;PIT;NYY
FF;21/04/2017;94.2;Aaron Judge;null;ball;14;R;PIT;NYY
FF;21/04/2017;92.2;Aaron Judge;null;foul;4;R;PIT;NYY
FF;21/04/2017;91.7;Aaron Judge;null;ball;14;R;PIT;NYY
FT;21/04/2017;93.4;Aaron Judge;fielders_choice_out;hit_into_play;7;R;PIT;NYY
FT;21/04/2017;93.1;Aaron Judge;null;foul;4;R;PIT;NYY
FT;21/04/2017;93.7;Aaron Judge;null;ball;13;R;PIT;NYY
FT;21/04/2017;95.4;Aaron Judge;strikeout;called_strike;13;R;PIT;NYY
CU;21/04/2017;80.1;Aaron Judge;null;blocked_ball;14;R;PIT;NYY
CH;21/04/2017;87.4;Aaron Judge;null;foul;7;R;PIT;NYY
CH;21/04/2017;87.7;Aaron Judge;null;blocked_ball;14;R;PIT;NYY
FT;21/04/2017;94.6;Aaron Judge;null;called_strike;6;R;PIT;NYY
CU;21/04/2017;78.1;Aaron Judge;null;blocked_ball;14;R;PIT;NYY
SL;19/04/2017;86.5;Aaron Judge;walk;ball;13;R;NYY;CWS
FF;19/04/2017;91.8;Aaron Judge;null;foul;5;R;NYY;CWS
SL;19/04/2017;85.8;Aaron Judge;null;ball;14;R;NYY;CWS
FF;19/04/2017;92.4;Aaron Judge;null;ball;14;R;NYY;CWS
SL;19/04/2017;86.1;Aaron Judge;null;foul;5;R;NYY;CWS
FT;19/04/2017;91.2;Aaron Judge;null;ball;14;R;NYY;CWS
CU;19/04/2017;77.7;Aaron Judge;home_run;hit_into_play_score;7;R;NYY;CWS
CU;19/04/2017;77.5;Aaron Judge;null;ball;11;R;NYY;CWS
FT;19/04/2017;92.6;Aaron Judge;field_out;hit_into_play;1;R;NYY;CWS
FT;19/04/2017;93.4;Aaron Judge;null;ball;14;R;NYY;CWS
SL;19/04/2017;85.9;Aaron Judge;null;called_strike;6;R;NYY;CWS
SL;19/04/2017;84.5;Aaron Judge;single;hit_into_play_no_out;14;R;NYY;CWS
FF;19/04/2017;93.5;Aaron Judge;null;ball;13;R;NYY;CWS
SL;19/04/2017;83.3;Aaron Judge;null;called_strike;8;R;NYY;CWS
CU;19/04/2017;77.0;Aaron Judge;null;called_strike;8;R;NYY;CWS
FC;18/04/2017;91.3;Aaron Judge;force_out;hit_into_play;1;R;NYY;CWS
KC;18/04/2017;83.1;Aaron Judge;null;ball;14;R;NYY;CWS
KC;18/04/2017;82.0;Aaron Judge;null;called_strike;7;R;NYY;CWS
SL;18/04/2017;85.0;Aaron Judge;strikeout;swinging_strike;9;R;NYY;CWS
FT;18/04/2017;88.8;Aaron Judge;null;foul;13;R;NYY;CWS
FF;18/04/2017;89.4;Aaron Judge;null;foul;9;R;NYY;CWS
FT;18/04/2017;88.0;Aaron Judge;null;foul;8;R;NYY;CWS
FF;18/04/2017;87.6;Aaron Judge;null;called_strike;1;R;NYY;CWS
FT;18/04/2017;89.8;Aaron Judge;null;ball;14;R;NYY;CWS
FF;18/04/2017;88.4;Aaron Judge;null;ball;14;R;NYY;CWS
CU;18/04/2017;74.0;Aaron Judge;null;ball;11;R;NYY;CWS
SL;18/04/2017;86.4;Aaron Judge;grounded_into_double_play;hit_into_play;6;R;NYY;CWS
FT;18/04/2017;90.7;Aaron Judge;null;called_strike;8;R;NYY;CWS
FF;18/04/2017;90.4;Aaron Judge;null;ball;14;R;NYY;CWS
SL;18/04/2017;84.2;Aaron Judge;null;called_strike;9;R;NYY;CWS
FF;18/04/2017;90.8;Aaron Judge;strikeout;swinging_strike;6;R;NYY;CWS
CU;18/04/2017;78.2;Aaron Judge;null;ball;14;R;NYY;CWS
FF;18/04/2017;90.9;Aaron Judge;null;called_strike;5;R;NYY;CWS
SL;18/04/2017;85.6;Aaron Judge;null;called_strike;8;R;NYY;CWS
CU;18/04/2017;77.0;Aaron Judge;null;ball;14;R;NYY;CWS
CU;17/04/2017;80.4;Aaron Judge;strikeout;swinging_strike;14;R;NYY;CWS
SL;17/04/2017;88.5;Aaron Judge;null;ball;1;R;NYY;CWS
SL;17/04/2017;89.2;Aaron Judge;null;foul;5;R;NYY;CWS
SL;17/04/2017;87.8;Aaron Judge;null;called_strike;9;R;NYY;CWS
FF;17/04/2017;93.7;Aaron Judge;null;ball;14;R;NYY;CWS
KC;17/04/2017;79.0;Aaron Judge;home_run;hit_into_play_score;9;L;NYY;CWS
SL;17/04/2017;81.3;Aaron Judge;null;ball;13;L;NYY;CWS
KC;17/04/2017;78.4;Aaron Judge;null;called_strike;12;L;NYY;CWS
SL;17/04/2017;82.2;Aaron Judge;null;ball;13;L;NYY;CWS
CH;17/04/2017;83.6;Aaron Judge;null;ball;14;L;NYY;CWS
KC;17/04/2017;77.3;Aaron Judge;single;hit_into_play_score;9;L;NYY;CWS
SL;17/04/2017;79.9;Aaron Judge;null;ball;13;L;NYY;CWS
KC;17/04/2017;79.6;Aaron Judge;null;called_strike;14;L;NYY;CWS
CH;17/04/2017;84.8;Aaron Judge;null;ball;12;L;NYY;CWS
SL;17/04/2017;82.1;Aaron Judge;strikeout;swinging_strike;13;L;NYY;CWS
SI;17/04/2017;92.3;Aaron Judge;null;called_strike;9;L;NYY;CWS
SI;17/04/2017;94.2;Aaron Judge;null;ball;12;L;NYY;CWS
KC;17/04/2017;78.4;Aaron Judge;null;blocked_ball;13;L;NYY;CWS
SL;17/04/2017;80.6;Aaron Judge;null;ball;14;L;NYY;CWS
SI;17/04/2017;93.8;Aaron Judge;null;foul;3;L;NYY;CWS
FF;16/04/2017;91.7;Aaron Judge;walk;ball;14;R;NYY;STL
FF;16/04/2017;90.9;Aaron Judge;null;foul;11;R;NYY;STL
FF;16/04/2017;90.8;Aaron Judge;null;foul;13;R;NYY;STL
CH;16/04/2017;82.7;Aaron Judge;null;called_strike;8;R;NYY;STL
CH;16/04/2017;82.6;Aaron Judge;null;ball;14;R;NYY;STL
CH;16/04/2017;82.0;Aaron Judge;null;called_strike;8;R;NYY;STL
FF;16/04/2017;92.9;Aaron Judge;null;ball;14;R;NYY;STL
CH;16/04/2017;82.3;Aaron Judge;null;blocked_ball;14;R;NYY;STL
FS;16/04/2017;81.1;Aaron Judge;strikeout;called_strike;7;R;NYY;STL
FS;16/04/2017;81.7;Aaron Judge;null;swinging_strike;14;R;NYY;STL
FF;16/04/2017;90.1;Aaron Judge;null;foul;13;R;NYY;STL
FF;16/04/2017;90.4;Aaron Judge;null;ball;1;R;NYY;STL
SL;16/04/2017;84.6;Aaron Judge;null;ball;11;R;NYY;STL
SI;16/04/2017;92.7;Aaron Judge;grounded_into_double_play;hit_into_play;5;R;NYY;STL
FC;16/04/2017;86.2;Aaron Judge;null;foul;5;R;NYY;STL
SI;16/04/2017;92.1;Aaron Judge;null;ball;14;R;NYY;STL
FC;16/04/2017;84.9;Aaron Judge;null;swinging_strike;14;R;NYY;STL
SI;16/04/2017;90.4;Aaron Judge;null;ball;13;R;NYY;STL
SI;16/04/2017;91.5;Aaron Judge;null;ball;14;R;NYY;STL
CU;16/04/2017;74.9;Aaron Judge;null;swinging_strike;9;R;NYY;STL
CU;16/04/2017;77.3;Aaron Judge;triple;hit_into_play_score;8;R;NYY;STL
CU;16/04/2017;75.7;Aaron Judge;null;blocked_ball;14;R;NYY;STL
SI;16/04/2017;90.9;Aaron Judge;null;foul;5;R;NYY;STL
SI;16/04/2017;91.9;Aaron Judge;null;called_strike;9;R;NYY;STL
CH;14/04/2017;84.4;Aaron Judge;strikeout;swinging_strike;14;L;NYY;STL
CH;14/04/2017;85.4;Aaron Judge;null;foul;5;L;NYY;STL
CU;14/04/2017;72.6;Aaron Judge;null;ball;13;L;NYY;STL
CH;14/04/2017;84.8;Aaron Judge;null;ball;14;L;NYY;STL
FF;14/04/2017;91.4;Aaron Judge;null;ball;13;L;NYY;STL
FF;14/04/2017;92.1;Aaron Judge;null;called_strike;7;L;NYY;STL
FT;14/04/2017;96.6;Aaron Judge;strikeout;swinging_strike;11;R;NYY;STL
FF;14/04/2017;96.8;Aaron Judge;null;foul;5;R;NYY;STL
FF;14/04/2017;96.7;Aaron Judge;null;foul;1;R;NYY;STL
CH;14/04/2017;89.2;Aaron Judge;field_out;hit_into_play;5;R;NYY;STL
CU;14/04/2017;76.0;Aaron Judge;null;called_strike;13;R;NYY;STL
CH;14/04/2017;90.0;Aaron Judge;strikeout;swinging_strike_blocked;13;R;NYY;STL
CH;14/04/2017;89.2;Aaron Judge;null;blocked_ball;13;R;NYY;STL
FF;14/04/2017;97.9;Aaron Judge;null;ball;14;R;NYY;STL
CH;14/04/2017;88.3;Aaron Judge;null;ball;13;R;NYY;STL
FF;14/04/2017;96.1;Aaron Judge;null;foul;1;R;NYY;STL
FF;14/04/2017;93.6;Aaron Judge;null;foul;2;R;NYY;STL
CH;13/04/2017;87.7;Aaron Judge;field_out;hit_into_play;13;R;NYY;TB
FF;13/04/2017;92.3;Aaron Judge;null;ball;11;R;NYY;TB
CH;13/04/2017;86.3;Aaron Judge;null;swinging_strike;13;R;NYY;TB
SL;13/04/2017;86.3;Aaron Judge;null;foul;7;R;NYY;TB
FF;13/04/2017;93.5;Aaron Judge;strikeout;foul_tip;9;R;NYY;TB
